"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"

"None","Aggregated","1582577906",621597,483320,6482.60,5576.00,0,8,0,35000.00,13.80,0,0,0,0,0,0,0,0,6000,10000,12000,12000
